ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Color,Airbags,Turbo engine,Left wheel
44382574,15000.0,2265,TOYOTA,Corolla,2019,Universal,No,Hybrid,1.5,22000 km,4,Tiptronic,Front,4-5,White,0,False,False
45767924,549.0,574,HONDA,Insight,2010,Hatchback,Yes,Hybrid,1.3,245070 km,4,Automatic,Front,4-5,White,0,False,True
45770002,470.0,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2.0,35874 km,4,Automatic,4x4,4-5,Black,12,False,True
45802613,12858.0,702,KIA,Ceed,2009,Sedan,No,Petrol,1.4,15675 km,4,Manual,Front,4-5,Blue,0,False,True
45444566,14740.0,781,SUBARU,Forester,2012,Jeep,No,Petrol,2.5,169000 km,4,Tiptronic,4x4,4-5,Black,12,False,True
45729880,25889.0,707,SSANGYONG,REXTON,2011,Jeep,Yes,Diesel,2.0,83667 km,4,Automatic,Front,4-5,White,4,False,True
45789832,8311.0,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2.0,63558 km,4,Automatic,Front,4-5,White,4,False,True
45781858,125444.0,-,JAGUAR,E-pace,2018,Jeep,Yes,Petrol,2.0,22720 km,6,Tiptronic,4x4,4-5,White,12,True,True
45775425,8467.0,-,MAZDA,MPV,2004,Minivan,No,Petrol,2.3,0 km,5,Manual,Front,4-5,Silver,4,False,True
45804167,45542.0,891,HYUNDAI,Tucson,2016,Jeep,Yes,Diesel,2.0,88585 km,4,Automatic,Front,4-5,Black,4,False,True
45776848,10663.0,988,TOYOTA,Prius,2007,Sedan,Yes,Hybrid,1.5,216000 km,4,Automatic,Front,4-5,Carnelian red,4,False,True
36853378,100.0,-,BMW,X5,2004,Jeep,Yes,Diesel,3.0,77000 km,6,Tiptronic,4x4,4-5,Black,12,True,True
45798197,11992.0,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,124900 km,4,Automatic,Front,4-5,Black,4,False,True
45769557,10976.0,-,TOYOTA,VOXY,2002,Minivan,No,Petrol,2.0,160550 km,4,Automatic,4x4,4-5,White,2,True,False
45730670,28830.0,530,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.6,56764 km,4,Automatic,Front,4-5,White,4,False,True
45788550,7840.0,1132,TOYOTA,Prius,2006,Sedan,No,Hybrid,1.5,0 km,4,Automatic,Front,4-5,Silver,6,False,True
45773925,392.0,1018,CADILLAC,CTS,2011,Sedan,Yes,Petrol,3.0,260128 km,6,Automatic,4x4,4-5,Black,12,False,True
45629682,706.0,765,SUBARU,XV,2015,Sedan,Yes,Petrol,2.0,111285 km,4,Automatic,4x4,4-5,Black,0,False,True
45809334,17327.0,271,HONDA,FIT,2014,Universal,Yes,Hybrid,1.5,121000 km,4,Automatic,Front,4-5,Black,4,False,True
45648060,5018.0,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,190549 km,4,Automatic,Front,4-5,Black,12,False,True
45810273,25456.0,642,CHEVROLET,Malibu,2012,Sedan,Yes,Petrol,2.0,135965 km,4,Automatic,Front,4-5,Black,4,False,True
45065013,15994.0,650,VOLKSWAGEN,Jetta SE,2016,Sedan,Yes,Petrol,1.4,93521 km,4,Automatic,Front,4-5,Black,8,False,True
45793103,43902.0,-,BMW,X1,2015,Jeep,Yes,Diesel,2.0,153000 km,4,Tiptronic,4x4,4-5,Blue,12,True,True
44644158,14113.0,-,OPEL,Zafira,2005,Minivan,No,Petrol,1.6,155000 km,4,Manual,Front,4-5,Silver,4,False,True
45792274,5018.0,1079,HYUNDAI,Elantra,2018,Sedan,Yes,Petrol,2.0,61398 km,4,Automatic,Front,4-5,Black,12,False,True
45766411,3450.0,1017,MERCEDES-BENZ,E 300,2017,Sedan,Yes,Petrol,2.0,50930 km,4,Automatic,Rear,4-5,Black,12,False,True
45772353,11917.0,-,FORD,Transit,1996,Microbus,No,Diesel,2.5,5451812 km,6,Manual,Rear,4-5,White,2,False,True
45787175,27284.0,831,NISSAN,Juke,2017,Jeep,Yes,Petrol,1.6,47533 km,4,Automatic,Front,4-5,White,12,True,True
45797937,17484.0,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,128147 km,4,Automatic,Front,4-5,White,4,False,True
45733383,26180.0,836,HYUNDAI,Sonata,2010,Sedan,Yes,Petrol,2.0,51476 km,4,Automatic,Front,4-5,White,4,False,True
45795661,68994.0,-,MERCEDES-BENZ,E 350,2014,Cabriolet,Yes,Petrol,3.5,42774 km,6,Tiptronic,Rear,2-3,White,12,False,True
45760577,6586.0,-,HONDA,Civic,1998,Coupe,No,Petrol,1.4,152000 km,4,Manual,Front,2-3,Purple,2,False,True
45732601,41193.0,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.0,120456 km,4,Automatic,Front,4-5,Grey,4,False,True
45801887,12585.0,687,HYUNDAI,Elantra,2010,Sedan,Yes,Petrol,1.6,128965 km,4,Automatic,Front,4-5,White,4,False,True
45806949,12231.0,-,MERCEDES-BENZ,ML 320,2007,Jeep,Yes,Diesel,3.2,0 km,6,Automatic,4x4,4-5,White,8,True,True
45810614,3136.0,-,FORD,Explorer,1994,Jeep,Yes,CNG,4.0,272000 km,6,Automatic,4x4,4-5,Carnelian red,4,False,True
45521157,16308.0,-,VOLKSWAGEN,Passat,2013,Sedan,Yes,Petrol,2.5,96000 km,5,Tiptronic,Front,4-5,Silver,10,False,True
45804523,15053.0,-,MERCEDES-BENZ,E 220,2003,Sedan,No,Diesel,2.2,370000 km,4,Tiptronic,Rear,4-5,Black,8,True,True
45798473,10349.0,-,BMW,325,2000,Hatchback,Yes,Petrol,2.5,200000 km,6,Manual,Rear,2-3,Blue,4,False,True
45758218,8500.0,-,NISSAN,Tiida,2006,Hatchback,Yes,Petrol,1.5,134000 km,4,Variator,Front,4-5,Silver,2,False,False
45780462,18817.0,-,MERCEDES-BENZ,Sprinter 314,2005,Microbus,No,CNG,2.3,444444 km,4,Manual,Rear,4-5,White,1,False,True
45784421,17249.0,-,VOLKSWAGEN,Jetta,2014,Sedan,Yes,Hybrid,1.8,1000 km,4,Automatic,Front,4-5,Black,8,False,True
45793969,11290.0,-,TOYOTA,Prius,2007,Hatchback,No,Hybrid,1.4,264000 km,4,Automatic,Front,4-5,Black,6,False,True
45755485,12231.0,-,TOYOTA,Aqua,2013,Hatchback,No,Petrol,1.5,130000 km,4,Automatic,Front,4-5,Silver,12,False,False
45730512,44752.0,880,SSANGYONG,Actyon,2018,Jeep,Yes,Petrol,1.6,11953 km,4,Automatic,Front,4-5,Red,4,False,True
45715978,40.0,-,TOYOTA,Ist,2004,Hatchback,Yes,LPG,1.3,123000 km,4,Automatic,Front,4-5,Silver,7,False,False
45797469,18346.0,730,HYUNDAI,Elantra,2016,Sedan,Yes,LPG,1.6,33553 km,4,Automatic,Front,4-5,Silver,4,False,True
45811570,13485.0,-,VOLKSWAGEN,Passat,2008,Sedan,Yes,Petrol,2.0,176000 km,6,Manual,Front,4-5,Black,12,True,True
45586984,21169.0,-,TOYOTA,Prius,2014,Hatchback,No,Hybrid,1.8,76000 km,4,Automatic,Front,4-5,White,8,False,True
45813521,627.0,502,HONDA,Civic,2013,Sedan,Yes,Hybrid,1.5,95822 km,4,Automatic,Front,4-5,Silver,12,False,True
45767796,9565.0,915,AUDI,A7,2014,Hatchback,Yes,Petrol,3.0,191373 km,6,Automatic,4x4,4-5,Grey,0,False,True
45803353,10036.0,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,689476 km,4,Automatic,Front,4-5,Orange,4,False,True
45772587,2352.0,1018,AUDI,Q7,2011,Sedan,Yes,Diesel,3.0,232554 km,6,Automatic,4x4,4-5,Silver,0,False,True
45646981,627.0,765,MERCEDES-BENZ,GLA 250,2015,Jeep,Yes,Petrol,2.0,0 km,4,Automatic,4x4,4-5,White,12,False,True
45795279,36065.0,-,BMW,X5,2011,Jeep,Yes,Diesel,3.5,105000 km,6,Tiptronic,4x4,4-5,Black,12,False,True
44930375,29793.0,1850,MERCEDES-BENZ,CLS 350 JAPAN,2008,Coupe,Yes,Petrol,3.5,122600 km,6,Tiptronic,Rear,4-5,Black,8,False,True
45794891,8781.0,-,TOYOTA,Vitz,2006,Hatchback,No,Petrol,1.3,111000 km,4,Automatic,Front,4-5,Blue,4,False,False
45813834,3293.0,1533,DODGE,Challenger,2016,Coupe,Yes,Petrol,3.6,126038 km,6,Automatic,Rear,2-3,Black,12,False,True
45808867,76029.0,1011,FORD,Explorer,2016,Jeep,Yes,Petrol,2.3,90000 km,4,Automatic,Front,4-5,Blue,4,False,True
45793947,14113.0,-,FORD,Transit,2000,Microbus,No,Diesel,2.5,200000 km,4,Manual,Rear,>5,White,0,False,True
45797176,32578.0,1091,HYUNDAI,H1,2016,Minivan,Yes,Diesel,2.5,117595 km,4,Automatic,Front,4-5,White,4,False,True
45769283,32302.0,1604,MERCEDES-BENZ,E 350,2014,Sedan,Yes,Petrol,5.5,101424 km,8,Automatic,4x4,4-5,Grey,12,False,True
45759188,12231.0,640,KIA,Optima,2013,Sedan,Yes,Petrol,2.0,35008 km,4,Automatic,Front,4-5,Black,4,False,True
45803350,9252.0,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,640791 km,4,Automatic,Front,4-5,Orange,4,False,True
45810779,21326.0,-,MITSUBISHI,Outlander,2012,Jeep,No,Petrol,2.4,128000 km,4,Automatic,4x4,4-5,Silver,16,True,True
45812775,3920.0,779,TOYOTA,Camry,2013,Sedan,Yes,Petrol,2.5,308694 km,4,Automatic,Front,4-5,Grey,11,False,True
45454513,21639.0,639,CHEVROLET,Cruze,2014,Sedan,Yes,Diesel,2.0,101922 km,4,Automatic,Front,4-5,Black,6,False,True
45789960,9408.0,1090,KIA,Sportage,2008,Jeep,Yes,Diesel,2.0,60928 km,4,Automatic,Front,4-5,Silver,4,False,True
45695788,25716.0,765,BMW,X1,2015,Jeep,Yes,Petrol,2.0,97527 km,4,Tiptronic,4x4,4-5,Grey,12,False,True
45778719,12544.0,765,FORD,Focus,2015,Sedan,No,Petrol,2.0,72114 km,4,Automatic,Front,4-5,White,0,False,True
45802153,30326.0,1091,HYUNDAI,H1,2016,Universal,Yes,Diesel,2.5,40877 km,4,Automatic,Front,4-5,Grey,4,False,True
45790420,17876.0,595,TOYOTA,Prius C,2015,Hatchback,No,Petrol,1.5,71300 km,4,Automatic,Front,4-5,White,6,False,True
44962236,7527.0,-,NISSAN,Note,2008,Sedan,No,Petrol,1.5,113111 km,4,Automatic,Front,4-5,Grey,4,False,True
45759819,4234.0,-,VOLKSWAGEN,Jetta,2002,Sedan,No,CNG,2.0,0 km,6,Manual,Front,4-5,Blue,6,False,True
44932747,10000.0,1268,HONDA,Fred,2012,Minivan,No,Petrol,1.5,145000 km,4,Automatic,Front,4-5,Silver,4,False,False
45651588,10192.0,456,LEXUS,ES 350,2015,Sedan,Yes,Hybrid,2.5,40386 km,4,Automatic,Front,4-5,White,12,False,True
45813459,2666.0,919,BMW,335,2012,Coupe,Yes,Petrol,3.0,92141 km,6,Automatic,Rear,2-3,White,12,False,True
45809555,65817.0,830,HONDA,Civic,2019,Sedan,Yes,Petrol,1.5,14542 km,4,Automatic,Front,4-5,Blue,4,False,True
45665124,18503.0,584,HYUNDAI,Elantra,2014,Sedan,No,Petrol,1.8,150000 km,6,Tiptronic,Front,4-5,Grey,8,False,True
45432702,20698.0,-,TOYOTA,Prius s,2013,Hatchback,Yes,Hybrid,1.8,100000 km,4,Variator,Front,4-5,Silver,9,False,False
45810071,35617.0,1249,CHEVROLET,Impala,2017,Sedan,Yes,Petrol,2.5,56486 km,4,Automatic,Front,4-5,Golden,4,False,True
45801516,28909.0,831,HYUNDAI,Elantra,2017,Sedan,Yes,Diesel,1.6,98000 km,4,Automatic,Front,4-5,White,4,False,True
45802869,47217.0,891,HYUNDAI,Santa FE,2016,Jeep,Yes,Diesel,2.0,149476 km,4,Automatic,Front,4-5,Grey,4,False,True
45801478,6899.0,-,PEUGEOT,307,2003,Hatchback,No,Petrol,1.6,84000 km,4,Automatic,Front,4-5,Blue,6,False,False
45642019,17249.0,584,VOLKSWAGEN,Passat,2014,Sedan,Yes,Petrol,1.8,52000 km,4,Tiptronic,Front,4-5,Black,12,True,True
45801663,19384.0,583,HYUNDAI,Elantra,2011,Sedan,Yes,Petrol,1.6,127983 km,4,Automatic,Front,4-5,Grey,4,False,True
45773576,188.0,781,TOYOTA,Camry,2012,Jeep,Yes,Hybrid,2.5,268683 km,4,Automatic,Front,4-5,Blue,12,False,True
45652841,3450.0,831,HYUNDAI,Sonata,2011,Sedan,Yes,Hybrid,2.4,224349 km,4,Automatic,Front,4-5,Grey,0,False,True
45798309,16778.0,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,41279 km,4,Automatic,Front,4-5,White,4,False,True
45776893,21012.0,-,TOYOTA,Prius,2012,Sedan,Yes,Hybrid,1.8,165000 km,4,Automatic,Front,4-5,Black,12,False,True
45754931,25.0,-,NISSAN,Note,2005,Hatchback,No,Petrol,1.5,145000 km,4,Automatic,Front,4-5,Green,4,False,False
45633614,862.0,333,FORD,Fusion,2014,Sedan,Yes,Hybrid,2.0,186048 km,4,Automatic,Front,4-5,Black,0,False,True
45809222,15486.0,609,HONDA,FIT,2016,Hatchback,Yes,Petrol,1.3,66890 km,4,Automatic,Front,4-5,Silver,4,False,True
43782783,18817.0,-,VOLKSWAGEN,Touran,2008,Minivan,No,Diesel,2.0,154000 km,4,Automatic,Front,4-5,Silver,10,True,True
45802127,21395.0,781,HYUNDAI,H1,2012,Universal,Yes,Diesel,2.5,216000 km,4,Automatic,Front,4-5,Silver,4,False,True
45803150,11290.0,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,257646 km,4,Automatic,Front,4-5,Silver,4,False,True
45796892,4704.0,-,OPEL,Corsa,1997,Hatchback,No,CNG,1.4,0 km,4,Manual,Front,4-5,Purple,2,False,True
45774281,1490.0,562,CHEVROLET,Cruze,2015,Sedan,Yes,Petrol,1.4,167317 km,4,Automatic,Front,4-5,Red,12,False,True
45804035,48867.0,930,HYUNDAI,Tucson,2018,Jeep,Yes,Diesel,1.7,52782 km,4,Automatic,Front,4-5,Silver,4,False,True
45767361,6586.0,259,CHEVROLET,Volt,2014,Hatchback,Yes,Hybrid,1.4,112123 km,4,Automatic,Front,4-5,Silver,0,False,True
44279469,6743.0,-,HONDA,FIT,2003,Hatchback,No,Petrol,1.3,134000 km,2,Variator,Front,4-5,Yellow,6,False,False
45759885,282.0,2455,LEXUS,GX 470,2008,Jeep,Yes,Petrol,4.7,218126 km,8,Automatic,4x4,4-5,Black,0,False,True
45803174,18760.0,891,HYUNDAI,Sonata,2016,Sedan,Yes,LPG,2.0,245705 km,4,Automatic,Front,4-5,Silver,4,False,True
45732753,14740.0,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,50534 km,4,Automatic,Front,4-5,Silver,4,False,True
44762753,21796.0,784,FORD,Escape SE,2017,Jeep,Yes,Petrol,1.5,41092 km,4,Automatic,4x4,4-5,Grey,8,True,True
45803066,26804.0,640,HYUNDAI,Santa FE,2013,Jeep,Yes,Diesel,2.0,52326 km,4,Automatic,Front,4-5,Grey,4,False,True
45656196,37006.0,-,BMW,320 Diesel,2014,Sedan,Yes,Diesel,2.0,159000 km,4,Tiptronic,Rear,4-5,Blue,8,True,True
45648493,549.0,1750,TOYOTA,Highlander,2008,Jeep,Yes,Hybrid,3.3,269013 km,6,Automatic,4x4,4-5,Black,12,False,True
44157372,24148.0,-,FIAT,500X,2015,Jeep,Yes,Petrol,2.4,92800 km,4,Tiptronic,4x4,4-5,Orange,6,False,True
45348091,19601.0,-,MERCEDES-BENZ,ML 350,2006,Jeep,Yes,Petrol,3.5,180000 km,6,Tiptronic,4x4,4-5,Black,10,False,True
45066288,15367.0,761,TOYOTA,Prius,2010,Sedan,Yes,Hybrid,1.8,93000 km,4,Automatic,Front,4-5,Silver,12,False,True
45771992,314.0,2410,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,6.2,274771 km,8,Automatic,Rear,4-5,White,12,False,True
45816635,13172.0,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,90532 km,4,Automatic,Front,4-5,White,12,False,True
45641190,3136.0,781,TOYOTA,Camry,2012,Sedan,Yes,Hybrid,2.5,159379 km,4,Automatic,Front,4-5,White,12,False,True
44930159,49864.0,1621,HYUNDAI,Santa FE long,2017,Jeep,Yes,Petrol,3.3,44800 km,6,Automatic,4x4,4-5,Silver,12,False,True
45770891,1882.0,746,TOYOTA,Prius,2009,Sedan,Yes,Hybrid,1.5,142426 km,4,Automatic,Front,4-5,White,12,False,True
45761355,15681.0,585,HYUNDAI,Elantra,2013,Sedan,No,Petrol,1.8,41600 km,4,Tiptronic,Front,4-5,Grey,8,False,True
45766670,1490.0,1360,LEXUS,GX 470,2013,Jeep,Yes,Petrol,4.6,154115 km,8,Automatic,4x4,4-5,Black,0,False,True
44672570,18189.0,697,HYUNDAI,Elantra,2015,Sedan,No,Petrol,1.8,17000 km,4,Automatic,Front,4-5,Grey,0,False,True
45794602,3763.0,-,VOLKSWAGEN,Golf,1997,Hatchback,No,CNG,2.0,25000 km,4,Manual,Front,4-5,Grey,2,False,True
45804649,59338.0,831,HYUNDAI,Tucson,2017,Jeep,Yes,Petrol,1.6,35477 km,4,Automatic,Front,4-5,White,4,False,True
45732620,8386.0,639,HYUNDAI,Sonata,2014,Sedan,Yes,LPG,2.0,565573 km,4,Automatic,Front,4-5,Orange,4,False,True
45726904,21768.0,707,SSANGYONG,Korando,2011,Jeep,Yes,Diesel,2.0,119315 km,4,Automatic,Front,4-5,Silver,4,False,True
45782011,24148.0,-,KIA,Optima,2014,Sedan,No,Hybrid,2.4,66000 km,6,Tiptronic,Front,4-5,White,12,False,True
45776628,6899.0,-,SUZUKI,Grand Vitara,2000,Jeep,Yes,CNG,2.5,348800 km,6,Automatic,Rear,4-5,White,2,False,True
45020802,6899.0,874,VOLKSWAGEN,UP,2013,Hatchback,No,Petrol,1.0,44333 km,4,Automatic,Front,2-3,Black,6,False,False
45727618,28532.0,765,SSANGYONG,Korando,2015,Jeep,Yes,Diesel,2.0,145572 km,4,Automatic,Front,4-5,Black,4,False,True
45797379,27921.0,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,184700 km,4,Automatic,Front,4-5,Silver,4,False,True
45810640,6272.0,364,CHEVROLET,Spark,2012,Hatchback,Yes,Petrol,1.0,75407 km,4,Automatic,Front,4-5,Black,4,False,True
45808923,3763.0,790,DAEWOO,Gentra,2009,Sedan,Yes,Petrol,1.6,91930 km,4,Automatic,Front,4-5,Silver,4,False,True
45065028,18189.0,-,FORD,Fiesta,2017,Hatchback,No,Petrol,1.6,53000 km,4,Automatic,Front,4-5,Black,6,False,True
45803630,32772.0,777,HYUNDAI,H1,2014,Minivan,Yes,Diesel,2.5,50877 km,4,Automatic,Front,4-5,Black,4,False,True
45793204,10976.0,-,TOYOTA,Vitz,2007,Sedan,No,Petrol,1.3,145000 km,4,Automatic,Front,4-5,Silver,2,False,True
45788318,17876.0,-,VOLKSWAGEN,Jetta,2015,Sedan,No,Petrol,2.0,49656 km,4,Tiptronic,Front,4-5,Silver,10,True,True
45781803,15681.0,1832,MERCEDES-BENZ,Sprinter,2005,Microbus,No,Diesel,2.2,500000 km,4,Tiptronic,Rear,4-5,Red,1,True,True
45729849,549.0,474,FIAT,500,2013,Hatchback,Yes,Petrol,1.4,170459 km,4,Automatic,Front,4-5,Red,12,False,True
45789259,23521.0,-,TOYOTA,Camry se,2013,Sedan,Yes,Petrol,2.5,145000 km,4,Tiptronic,Front,4-5,Grey,8,False,True
45770288,5802.0,1055,MERCEDES-BENZ,E 350,2013,Sedan,Yes,Diesel,3.5,107800 km,6,Automatic,Rear,4-5,Grey,12,False,True
45787148,27284.0,456,TOYOTA,Camry,2015,Sedan,Yes,Hybrid,2.5,80000 km,4,Tiptronic,Front,4-5,Grey,12,False,True
45801472,13589.0,531,HYUNDAI,Elantra,2012,Sedan,Yes,Petrol,1.6,162911 km,4,Automatic,Front,4-5,White,4,False,True
45633845,6429.0,1405,BMW,X5,2009,Jeep,Yes,Diesel,3.0,262072 km,6,Automatic,4x4,4-5,Grey,0,False,True
45792844,13799.0,779,CHEVROLET,Captiva,2011,Jeep,Yes,Diesel,2.2,148076 km,4,Automatic,Front,4-5,Black,4,False,True
45433462,15524.0,761,TOYOTA,Prius,2010,Hatchback,No,Hybrid,1.8,124000 km,4,Tiptronic,Front,4-5,Grey,8,False,True
45791856,13799.0,1505,FORD,Transit Connect,2012,Goods wagon,No,Diesel,1.8,143560 km,4,Manual,Front,4-5,White,2,True,False
45792232,8781.0,642,KIA,Optima,2012,Sedan,Yes,Petrol,2.0,46208 km,4,Automatic,Front,4-5,Silver,4,False,True
45785990,62095.0,714,TOYOTA,Avalon,2018,Sedan,Yes,Hybrid,3.0,80000 km,8,Variator,Front,4-5,Grey,10,False,True
45641186,3763.0,779,TOYOTA,Camry,2013,Sedan,Yes,Hybrid,2.5,124912 km,4,Automatic,Front,4-5,White,12,False,True
45765788,470.0,1399,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Diesel,3.5,229904 km,6,Automatic,4x4,4-5,Black,12,False,True
45732831,8006.0,836,HYUNDAI,Sonata,2010,Sedan,Yes,LPG,2.0,66760 km,4,Automatic,Front,4-5,Black,4,False,True
45813225,706.0,585,HYUNDAI,Elantra,2013,Sedan,Yes,Petrol,1.8,230746 km,4,Automatic,Front,4-5,Grey,12,False,True
45772720,1960.0,830,TOYOTA,Yaris,2019,Sedan,Yes,Petrol,1.5,0 km,4,Automatic,Front,4-5,White,12,False,True
45759173,8781.0,642,KIA,Optima,2012,Sedan,Yes,Petrol,2.0,46208 km,4,Automatic,Front,4-5,Silver,4,False,True
45787139,18189.0,640,VOLKSWAGEN,CC,2013,Sedan,Yes,Petrol,2.0,134400 km,4,Tiptronic,Front,4-5,White,12,False,True
45815961,2038.0,1058,HYUNDAI,Santa FE,2012,Jeep,Yes,Petrol,3.5,258493 km,6,Automatic,4x4,4-5,Silver,12,False,True
45793045,13328.0,-,MERCEDES-BENZ,ML 350,2004,Jeep,Yes,CNG,3.7,136000 km,6,Tiptronic,4x4,4-5,White,8,False,True
45788865,7840.0,-,NISSAN,Tiida,2006,Hatchback,No,Petrol,1.5,143000 km,4,Automatic,Front,4-5,Black,0,False,False
45706819,8467.0,-,BMW,525,1997,Sedan,Yes,LPG,2.5,111111 km,6,Tiptronic,Rear,4-5,Silver,4,False,True
45097422,7840.0,993,MITSUBISHI,Colt,2006,Hatchback,No,Petrol,1.3,235000 km,4,Tiptronic,Front,4-5,Black,4,True,True
45158060,31047.0,1077,HYUNDAI,Veloster,2019,Hatchback,No,Petrol,2.0,12000 km,4,Tiptronic,Front,4-5,White,12,False,True
45507290,4000.0,-,SUBARU,Forester,2003,Goods wagon,No,Petrol,2.5,1000 km,6,Tiptronic,4x4,4-5,White,4,False,True
45309383,7527.0,474,CHEVROLET,Sonic LT,2013,Hatchback,No,Petrol,1.4,190460 km,4,Tiptronic,Front,4-5,White,8,True,True
45605313,26500.0,1017,HYUNDAI,Tucson SE,2017,Jeep,Yes,Petrol,2.0,46932 km,4,Automatic,Front,4-5,Black,10,False,True
45793626,6586.0,1282,CHEVROLET,Captiva,2007,Jeep,Yes,Diesel,2.0,74588 km,4,Automatic,Front,4-5,White,4,False,True
45550444,17249.0,502,TOYOTA,Prius C,2013,Hatchback,Yes,Hybrid,1.5,90000 km,4,Automatic,Front,4-5,Blue,12,False,True
45726623,26149.0,971,SSANGYONG,Korando,2016,Jeep,Yes,Diesel,2.2,105344 km,4,Automatic,Front,4-5,White,4,False,True
45760641,9408.0,1109,HONDA,FIT,2014,Hatchback,No,Hybrid,1.3,139000 km,4,Automatic,Front,4-5,Silver,2,False,False
45732788,5175.0,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,537500 km,4,Automatic,Front,4-5,Orange,4,False,True
45802761,40142.0,911,MERCEDES-BENZ,Viano,2010,Minivan,Yes,Diesel,2.2,177000 km,4,Tiptronic,Rear,4-5,Silver,8,True,True
45809230,36774.0,833,CHEVROLET,Captiva,2015,Jeep,Yes,Diesel,2.2,92825 km,4,Automatic,Front,4-5,Grey,4,False,True
45730202,40064.0,730,SSANGYONG,Actyon,2016,Jeep,Yes,Petrol,1.6,48536 km,4,Automatic,Front,4-5,White,4,False,True
44585865,11290.0,1266,HONDA,FIT,2014,Hatchback,No,Hybrid,1.5,60000 km,4,Automatic,Front,4-5,Silver,4,False,False
45776520,31361.0,-,HYUNDAI,H1 grandstarex,2011,Minivan,No,Diesel,2.5,77000 km,4,Automatic,Rear,4-5,Silver,4,False,True
42784079,47038.0,765,KIA,Sportage PRESTIGE,2015,Jeep,Yes,Diesel,2.0,34000 km,4,Tiptronic,Front,4-5,White,8,True,True
45396162,18817.0,3989,INFINITI,QX56,2006,Jeep,Yes,Petrol,5.6,219200 km,8,Automatic,4x4,>5,Silver,16,False,True
45618967,13172.0,1793,MERCEDES-BENZ,E 350,2011,Sedan,Yes,Diesel,5.5,325811 km,8,Automatic,4x4,4-5,Black,12,False,True
45807532,3450.0,1325,SUBARU,Outback,2019,Jeep,Yes,Petrol,2.5,15480 km,4,Automatic,4x4,4-5,White,12,False,True
45695085,6115.0,-,OPEL,Vectra,2000,Sedan,No,Petrol,1.8,240000 km,4,Manual,Front,4-5,Black,6,False,True
45688133,8900.0,-,MITSUBISHI,Airtrek,2001,Jeep,Yes,CNG,2.0,190000 km,4,Tiptronic,Front,4-5,Grey,4,False,True
45649053,549.0,1493,MERCEDES-BENZ,GLE 350,2016,Jeep,Yes,Petrol,3.5,91493 km,6,Automatic,Rear,4-5,Black,0,False,True
45732710,10976.0,765,HYUNDAI,Sonata,2015,Sedan,Yes,LPG,2.0,662021 km,4,Automatic,Front,4-5,White,4,False,True
45660729,282.0,753,HYUNDAI,Sonata,2012,Sedan,Yes,Hybrid,2.4,93816 km,4,Automatic,Front,4-5,Black,0,False,True
45765167,4391.0,474,FIAT,500,2013,Jeep,Yes,Petrol,1.4,107054 km,4,Automatic,Front,4-5,Black,12,False,True
45418698,25089.0,-,HONDA,Cr-v,2012,Jeep,No,LPG,2.4,87792 km,4,Automatic,Front,4-5,Brown,12,False,True
45766489,2744.0,640,SUBARU,XV,2013,Jeep,Yes,Petrol,2.0,108259 km,4,Automatic,4x4,4-5,Grey,0,False,True
26248496,150.0,-,MERCEDES-BENZ,Sprinter,2012,Microbus,Yes,Diesel,3.2,200000 km,6,Manual,Rear,4-5,Silver,2,True,True
45812816,6272.0,-,VOLKSWAGEN,Passat,2000,Sedan,Yes,Petrol,2.8,250000 km,6,Tiptronic,Front,4-5,Silver,6,False,True
45766160,5645.0,-,VOLKSWAGEN,Golf,1997,Hatchback,No,Petrol,1.4,220000 km,4,Manual,Front,4-5,Black,2,False,True
45769269,314.0,2410,MERCEDES-BENZ,E 350,2010,Sedan,Yes,Petrol,6.2,274771 km,8,Automatic,Rear,4-5,White,12,False,True
45769961,6272.0,-,NISSAN,Skyline 4WD,2004,Sedan,No,Petrol,2.5,156000 km,6,Automatic,4x4,4-5,Silver,6,False,False
45816283,25716.0,1292,BMW,X5,2016,Jeep,Yes,Petrol,3.0,0 km,6,Automatic,4x4,4-5,Grey,12,False,True
45775952,3800.0,-,MAZDA,Protege,2001,Sedan,No,Petrol,1.6,11111111 km,4,Automatic,Front,4-5,White,2,False,True
